,Unnamed: 0,Unnamed: 0.1,Total!!Estimate!!Population 16 years and over,Total!!Estimate!!Population 20 to 64 years,Employment/Population Ratio!!Estimate!!Population 16 years and over,Employment/Population Ratio!!Estimate!!Population 20 to 64 years,Unemployment rate!!Estimate!!Population 16 years and over,Unemployment rate!!Estimate!!Population 20 to 64 years,NCESDist,year,School District Type,Estimate!!Total!!Population 16 years and over,Estimate!!Employment/Population Ratio!!Population 16 years and over,Estimate!!Unemployment rate!!Population 16 years and over,Estimate!!Total!!Population 20 to 64 years,Estimate!!Employment/Population Ratio!!Population 20 to 64 years,Estimate!!Unemployment rate!!Population 20 to 64 years
108,108,109,120535.0,88316.0,59.0,74.9,5.0,5.2,639420,2017,Unified,,,,,,
109,109,110,111766.0,85832.0,65.6,78.7,2.6,2.1,640150,2017,Unified,,,,,,
110,110,111,68475.0,50726.0,58.5,71.6,4.1,3.8,640590,2017,Unified,,,,,,
111,111,112,100578.0,75673.0,57.7,70.4,9.5,8.7,640740,2017,Unified,,,,,,
112,112,113,98358.0,72716.0,60.3,74.7,6.3,6.3,640980,2017,Unified,,,,,,
113,113,114,113444.0,88294.0,60.7,71.6,5.8,5.5,641160,2017,Unified,,,,,,
114,114,115,124276.0,95392.0,63.3,75.5,4.8,4.3,641190,2017,Unified,,,,,,
115,115,116,49504.0,38569.0,62.5,75.9,3.6,3.1,643080,2017,Unified,,,,,,
116,116,117,59048.0,43620.0,49.7,62.3,7.6,6.6,643470,2017,Unified,,,,,,
117,117,118,193438.0,155000.0,60.3,70.2,4.3,4.1,684500,2017,Unified,,,,,,
118,118,119,72651.0,57404.0,55.7,67.8,10.8,10.5,691135,2017,Unified,,,,,,
119,0,1,91208.0,68829.0,63.0,76.7,4.3,4.1,602310,2017,Elementary,,,,,,
120,1,2,159220.0,128711.0,62.6,72.6,6.1,5.3,602610,2017,Elementary,,,,,,
121,2,3,138323.0,105055.0,50.9,61.7,12.2,10.3,603630,2017,Elementary,,,,,,
122,3,4,66868.0,50046.0,61.7,76.9,5.2,5.0,604800,2017,Elementary,,,,,,
123,4,5,78914.0,62794.0,63.3,73.7,4.6,4.6,605580,2017,Elementary,,,,,,
124,5,6,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,605910,2017,Elementary,,,,,,
125,6,7,103262.0,79741.0,58.4,71.3,6.5,6.3,606390,2017,Elementary,,,,,,
126,7,8,133016.0,102113.0,61.1,73.0,5.8,5.5,606810,2017,Elementary,,,,,,
127,8,9,78809.0,63162.0,69.0,80.4,2.4,2.1,607200,2017,Elementary,,,,,,
128,9,10,245086.0,186727.0,56.1,70.3,9.9,7.9,608610,2017,Elementary,,,,,,
129,10,11,118184.0,89246.0,62.1,76.8,3.7,3.8,610290,2017,Elementary,,,,,,
130,11,12,54905.0,40168.0,60.5,76.6,2.9,2.9,611850,2017,Elementary,,,,,,
131,12,13,66372.0,50133.0,58.2,72.6,4.2,3.9,612090,2017,Elementary,,,,,,
132,13,14,60354.0,42390.0,61.6,77.1,4.8,4.4,612750,2017,Elementary,,,,,,
133,14,15,132222.0,101630.0,63.4,76.8,3.7,3.5,612880,2017,Elementary,,,,,,
134,15,16,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,612960,2017,Elementary,,,,,,
135,16,17,80846.0,61040.0,61.6,75.4,6.4,6.7,613140,2017,Elementary,,,,,,
136,17,18,52559.0,37164.0,38.2,47.2,6.3,6.3,613500,2017,Elementary,,,,,,
137,18,19,75516.0,57833.0,63.6,77.2,3.1,3.0,614370,2017,Elementary,,,,,,
138,19,20,99770.0,75184.0,60.3,73.3,6.7,6.2,614730,2017,Elementary,,,,,,
139,20,21,71578.0,49158.0,57.4,69.6,8.7,8.0,615510,2017,Elementary,,,,,,
140,21,22,58978.0,48342.0,64.9,75.8,5.5,5.1,616680,2017,Elementary,,,,,,
141,22,23,66978.0,47513.0,61.1,77.1,3.5,3.3,618030,2017,Elementary,,,,,,
142,23,24,79874.0,62535.0,66.5,80.0,4.0,3.0,618870,2017,Elementary,,,,,,
143,24,25,113079.0,88240.0,60.5,71.9,7.2,6.9,620250,2017,Elementary,,,,,,
144,25,26,83152.0,66332.0,52.5,61.6,5.3,4.9,620880,2017,Elementary,,,,,,
145,26,27,52191.0,40800.0,65.2,77.9,4.8,3.9,623430,2017,Elementary,,,,,,
146,27,28,77263.0,57799.0,54.0,67.0,6.5,6.5,624540,2017,Elementary,,,,,,
147,28,29,63823.0,48371.0,47.0,58.9,11.8,10.1,624600,2017,Elementary,,,,,,
148,29,30,90769.0,69204.0,54.3,65.8,8.9,7.6,625130,2017,Elementary,,,,,,
149,30,31,60789.0,50216.0,72.9,82.5,3.0,3.1,626280,2017,Elementary,,,,,,
150,31,32,52613.0,38714.0,63.3,77.4,4.1,4.1,627180,2017,Elementary,,,,,,
151,32,33,93620.0,76789.0,67.9,78.6,5.1,4.4,627810,2017,Elementary,,,,,,
152,33,34,86181.0,63981.0,65.9,80.4,4.2,3.9,628140,2017,Elementary,,,,,,
153,34,35,140699.0,110245.0,58.8,70.2,7.4,6.8,628470,2017,Elementary,,,,,,
154,35,36,100118.0,77388.0,62.4,75.0,5.6,5.1,629220,2017,Elementary,,,,,,
155,36,37,97533.0,76230.0,52.0,63.0,8.2,8.2,629580,2017,Elementary,,,,,,
156,37,38,64893.0,45488.0,59.3,75.4,5.9,5.3,630990,2017,Elementary,,,,,,
157,38,39,85891.0,67599.0,69.9,81.6,1.9,1.6,632130,2017,Elementary,,,,,,
158,39,40,76749.0,54878.0,59.1,75.3,3.5,3.3,633600,2017,Elementary,,,,,,
159,40,41,63857.0,49905.0,61.8,73.7,4.6,4.4,633930,2017,Elementary,,,,,,
160,41,42,111373.0,83867.0,67.2,81.5,3.5,3.1,634920,2017,Elementary,,,,,,
161,42,43,60106.0,42942.0,58.5,69.1,9.2,8.5,635590,2017,Elementary,,,,,,
162,43,44,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,635810,2017,Elementary,,,,,,
163,44,45,81336.0,64711.0,66.3,77.1,4.9,3.8,635970,2017,Elementary,,,,,,
164,45,46,62341.0,48207.0,57.1,69.0,6.5,5.4,637380,2017,Elementary,,,,,,
165,46,47,52545.0,41518.0,62.3,73.2,5.8,6.0,638220,2017,Elementary,,,,,,
166,47,48,75985.0,63458.0,69.9,79.7,4.1,4.1,638460,2017,Elementary,,,,,,
167,48,49,59747.0,44055.0,57.9,73.6,7.1,6.5,638670,2017,Elementary,,,,,,
168,49,50,43944.0,35095.0,59.4,72.1,4.9,4.2,639870,2017,Elementary,,,,,,
169,50,51,73642.0,55064.0,47.4,60.5,16.4,14.6,641040,2017,Elementary,,,,,,
170,51,52,60018.0,46370.0,51.6,61.9,4.3,4.0,642120,2017,Elementary,,,,,,
171,52,53,67476.0,49850.0,57.9,72.8,6.0,6.3,642150,2017,Elementary,,,,,,
172,53,54,54807.0,41780.0,57.8,71.1,3.5,3.1,642450,2017,Elementary,,,,,,
173,0,1,97561.0,63029.0,58.3,77.7,2.7,2.8,601650,2017,Secondary,,,,,,
174,1,2,318227.0,246046.0,60.9,73.5,5.3,4.6,602630,2017,Secondary,,,,,,
175,2,3,289577.0,226691.0,51.1,61.3,6.5,6.3,602820,2017,Secondary,,,,,,
176,3,4,92779.0,61782.0,57.7,72.1,7.4,6.7,606019,2017,Secondary,,,,,,
177,4,5,77263.0,57799.0,54.0,67.0,6.5,6.5,606034,2017,Secondary,,,,,,
178,5,6,184603.0,145847.0,67.7,79.5,3.2,3.1,607230,2017,Secondary,,,,,,
179,6,7,118543.0,97457.0,65.3,75.4,5.6,5.1,607920,2017,Secondary,,,,,,
180,7,8,330347.0,262183.0,62.6,73.7,5.9,5.2,608160,2017,Secondary,,,,,,
181,8,9,53777.0,43607.0,48.2,55.6,14.1,13.8,610860,2017,Secondary,,,,,,
182,9,10,442231.0,343077.0,64.1,77.1,4.7,4.4,611820,2017,Secondary,,,,,,
183,10,11,120006.0,82781.0,51.6,67.0,3.5,3.0,612070,2017,Secondary,,,,,,
184,11,12,142668.0,109896.0,58.6,71.6,4.8,4.4,612120,2017,Secondary,,,,,,
185,12,13,134458.0,103064.0,63.5,76.9,3.6,3.5,612910,2017,Secondary,,,,,,
186,13,14,55054.0,38635.0,39.0,48.3,6.0,6.0,613530,2017,Secondary,,,,,,
187,14,15,194169.0,152704.0,65.2,78.0,3.8,3.9,614430,2017,Secondary,,,,,,
188,15,16,209471.0,160835.0,62.1,74.9,5.9,5.2,614760,2017,Secondary,,,,,,
189,16,17,382890.0,293720.0,60.8,72.6,6.2,5.9,616230,2017,Secondary,,,,,,
190,17,18,54702.0,41835.0,56.9,70.4,6.3,5.8,616500,2017,Secondary,,,,,,
191,18,19,265794.0,191345.0,61.2,76.9,4.3,4.1,618060,2017,Secondary,,,,,,
192,19,20,129603.0,99083.0,66.8,81.1,3.9,3.2,618930,2017,Secondary,,,,,,
193,20,21,470576.0,363674.0,53.9,65.2,9.4,8.2,619540,2017,Secondary,,,,,,
194,21,22,100287.0,75894.0,61.5,74.9,5.5,5.1,621600,2017,Secondary,,,,,,
195,22,23,131635.0,100062.0,50.3,62.6,11.9,10.2,624660,2017,Secondary,,,,,,
196,23,24,216048.0,161653.0,55.8,68.8,7.9,7.3,625150,2017,Secondary,,,,,,
197,24,25,95137.0,74359.0,68.2,80.7,3.1,3.2,626310,2017,Secondary,,,,,,
198,25,26,72890.0,44622.0,52.2,71.1,3.9,3.1,626880,2017,Secondary,,,,,,
199,26,27,263216.0,202639.0,61.4,74.0,6.1,5.5,629270,2017,Secondary,,,,,,
200,27,28,62266.0,45180.0,61.2,77.0,4.5,4.3,630250,2017,Secondary,,,,,,
201,28,29,79894.0,53397.0,52.7,70.7,4.9,3.8,630750,2017,Secondary,,,,,,
202,29,30,143587.0,105059.0,60.3,75.5,4.2,3.4,633630,2017,Secondary,,,,,,
203,30,31,128304.0,99927.0,60.6,72.5,4.6,4.6,633980,2017,Secondary,,,,,,
204,31,32,138888.0,101765.0,62.6,77.9,3.8,3.4,634380,2017,Secondary,,,,,,
205,32,33,196584.0,145990.0,65.2,80.3,4.1,4.0,634980,2017,Secondary,,,,,,
206,33,34,62219.0,42630.0,59.0,74.7,3.0,2.6,635110,2017,Secondary,,,,,,
207,34,35,87243.0,61931.0,57.6,69.5,8.7,8.3,635600,2017,Secondary,,,,,,
208,35,36,113804.0,88217.0,62.1,73.6,5.1,4.8,635670,2017,Secondary,,,,,,
209,36,37,173354.0,124465.0,60.7,74.6,4.2,4.1,635830,2017,Secondary,,,,,,
210,37,38,211668.0,163709.0,67.5,79.3,3.4,3.2,636390,2017,Secondary,,,,,,
211,38,39,83709.0,58414.0,54.2,68.2,3.5,3.0,636600,2017,Secondary,,,,,,
212,39,40,117728.0,90104.0,47.1,58.7,13.2,11.7,636972,2017,Secondary,,,,,,
213,40,41,390043.0,301252.0,54.6,67.1,9.0,7.5,638640,2017,Secondary,,,,,,
214,41,42,93797.0,62959.0,59.0,74.3,5.0,5.4,638790,2017,Secondary,,,,,,
215,42,43,57010.0,45072.0,57.6,69.7,5.9,5.0,639930,2017,Secondary,,,,,,
216,43,44,177140.0,133678.0,58.6,72.9,3.5,3.2,642480,2017,Secondary,,,,,,
217,44,45,208964.0,163856.0,62.6,73.5,5.0,4.6,642510,2017,Secondary,,,,,,
0,0,1,,,,,,,604740,2018,Unified,109560.0,58.1,3.9,79537.0,69.6,3.6
1,1,2,,,,,,,634710,2018,Unified,63248.0,62.3,3.8,49083.0,75.9,3.3
2,2,3,,,,,,,604290,2018,Unified,50539.0,56.1,3.4,34450.0,74.2,3.6
3,3,4,,,,,,,610620,2018,Unified,71904.0,50.2,5.8,52289.0,61.1,4.7
4,4,5,,,,,,,611110,2018,Unified,166990.0,46.8,10.7,104703.0,67.2,10.4
5,5,6,,,,,,,634620,2018,Unified,284791.0,59.7,5.3,206526.0,74.7,4.9
6,6,7,,,,,,,634680,2018,Unified,61382.0,66.1,3.0,47952.0,79.0,2.8
7,7,8,,,,,,,607500,2018,Unified,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
8,8,9,,,,,,,613920,2018,Unified,146479.0,62.8,5.9,119270.0,72.5,4.8
9,9,10,,,,,,,623080,2018,Unified,66172.0,53.2,4.3,45286.0,69.4,3.7
10,10,11,,,,,,,624500,2018,Unified,63392.0,61.6,3.6,51171.0,71.7,3.6
11,11,12,,,,,,,625470,2018,Unified,132736.0,59.9,6.0,100330.0,73.2,5.7
12,12,13,,,,,,,604440,2018,Unified,63419.0,64.8,7.6,51956.0,75.6,7.3
13,13,14,,,,,,,627690,2018,Unified,100148.0,59.9,4.3,73945.0,75.1,3.9
14,14,15,,,,,,,630660,2018,Unified,129581.0,63.3,3.8,95286.0,78.0,3.5
15,15,16,,,,,,,631320,2018,Unified,132176.0,59.2,6.1,100595.0,72.1,5.0
16,16,17,,,,,,,633840,2018,Unified,272427.0,58.3,7.0,204546.0,72.9,6.4
17,17,18,,,,,,,614400,2018,Unified,190200.0,65.3,3.3,150561.0,77.5,2.8
18,18,19,,,,,,,643470,2018,Unified,55889.0,53.8,9.2,40732.0,66.3,9.4
19,19,20,,,,,,,636840,2018,Unified,105635.0,64.1,4.0,77267.0,78.9,3.5
20,20,21,,,,,,,600028,2018,Unified,124395.0,58.6,4.6,97665.0,70.5,4.0
21,21,22,,,,,,,615180,2018,Unified,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
22,22,23,,,,,,,626910,2018,Unified,67612.0,65.9,2.6,52633.0,78.9,2.4
23,23,24,,,,,,,627240,2018,Unified,164771.0,65.1,3.1,122875.0,78.7,2.4
24,24,25,,,,,,,639420,2018,Unified,118365.0,61.3,3.1,86119.0,77.5,3.1
25,25,26,,,,,,,601414,2018,Unified,75486.0,61.9,5.2,54225.0,76.6,4.6
26,26,27,,,,,,,602430,2018,Unified,91610.0,64.0,4.0,74470.0,74.2,3.6
27,27,28,,,,,,,600020,2018,Unified,64058.0,65.6,2.8,47245.0,79.9,2.3
28,28,29,,,,,,,609030,2018,Unified,168706.0,61.1,5.1,126100.0,74.8,4.9
29,29,30,,,,,,,623160,2018,Unified,50502.0,57.5,7.2,41034.0,66.1,6.4
30,30,31,,,,,,,635430,2018,Unified,144845.0,66.9,4.3,114579.0,78.6,4.3
31,31,32,,,,,,,600027,2018,Unified,101381.0,58.7,6.1,75681.0,72.9,5.8
32,32,33,,,,,,,600036,2018,Unified,66986.0,67.8,5.6,56659.0,77.7,5.4
33,33,34,,,,,,,634590,2018,Unified,229612.0,65.6,4.2,178013.0,79.0,3.6
34,34,35,,,,,,,600014,2018,Unified,77198.0,51.6,8.5,58684.0,64.6,6.8
35,35,36,,,,,,,615240,2018,Unified,189197.0,57.3,6.0,140891.0,72.2,5.1
36,36,37,,,,,,,600013,2018,Unified,51542.0,59.9,5.6,38279.0,73.4,5.0
37,37,38,,,,,,,601770,2018,Unified,63939.0,66.7,2.9,47499.0,82.6,2.9
38,38,39,,,,,,,602850,2018,Unified,87452.0,59.4,6.8,65814.0,70.8,6.9
39,39,40,,,,,,,606450,2018,Unified,87301.0,60.4,3.5,67592.0,73.0,3.7
40,40,41,,,,,,,635700,2018,Unified,92599.0,63.9,4.7,67507.0,78.0,5.0
41,41,42,,,,,,,608460,2018,Unified,156659.0,59.5,4.1,126588.0,70.2,3.8
42,42,43,,,,,,,619260,2018,Unified,85953.0,56.2,9.9,65723.0,68.1,7.5
43,43,44,,,,,,,633860,2018,Unified,188568.0,62.5,4.0,130056.0,81.2,3.8
44,44,45,,,,,,,614880,2018,Unified,226392.0,61.1,4.2,173119.0,74.7,4.0
45,45,46,,,,,,,616325,2018,Unified,96372.0,61.5,5.1,71112.0,76.6,4.9
46,46,47,,,,,,,607970,2018,Unified,65222.0,60.1,9.8,50116.0,72.0,9.7
47,47,48,,,,,,,640590,2018,Unified,66026.0,61.4,2.4,48455.0,74.3,2.5
48,48,49,,,,,,,600153,2018,Unified,100944.0,58.9,4.3,73196.0,77.0,4.3
49,49,50,,,,,,,609620,2018,Unified,116063.0,52.6,7.8,91468.0,63.1,7.3
50,50,51,,,,,,,616920,2018,Unified,111506.0,48.3,7.0,73732.0,65.8,6.9
51,51,52,,,,,,,634170,2018,Unified,200460.0,54.2,9.1,159582.0,64.2,8.6
52,52,53,,,,,,,634800,2018,Unified,84998.0,46.9,7.0,54576.0,63.4,3.7
53,53,54,,,,,,,613890,2018,Unified,103618.0,57.8,4.3,79400.0,69.7,4.1
54,54,55,,,,,,,628650,2018,Unified,184296.0,62.1,3.8,140898.0,74.5,3.1
55,55,56,,,,,,,634320,2018,Unified,923766.0,62.2,5.0,726308.0,74.1,4.7
56,56,57,,,,,,,637530,2018,Unified,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
57,57,58,,,,,,,623610,2018,Unified,113642.0,53.4,6.2,86106.0,65.3,5.7
58,58,59,,,,,,,625800,2018,Unified,134418.0,58.3,8.4,107574.0,68.7,8.0
59,59,60,,,,,,,612330,2018,Unified,259856.0,58.3,5.8,197971.0,71.6,5.3
60,60,61,,,,,,,614550,2018,Unified,291392.0,52.3,9.7,221989.0,63.2,8.7
61,61,62,,,,,,,628250,2018,Unified,110503.0,60.2,6.6,84480.0,71.5,5.9
62,62,63,,,,,,,631530,2018,Unified,159226.0,60.5,4.3,119595.0,74.4,3.9
63,63,64,,,,,,,641160,2018,Unified,111243.0,56.3,6.8,82582.0,70.1,6.3
64,64,65,,,,,,,600029,2018,Unified,86160.0,63.5,5.2,66028.0,77.2,4.5
65,65,66,,,,,,,601332,2018,Unified,134818.0,56.9,5.1,105042.0,67.2,4.7
66,66,67,,,,,,,603690,2018,Unified,61264.0,60.9,7.0,47919.0,73.3,6.4
67,67,68,,,,,,,607440,2018,Unified,292100.0,62.6,3.4,210036.0,77.6,3.0
68,68,69,,,,,,,621000,2018,Unified,54167.0,57.0,2.6,37755.0,68.9,2.8
69,69,70,,,,,,,626640,2018,Unified,96837.0,61.8,6.0,68794.0,78.0,5.5
70,70,71,,,,,,,640740,2018,Unified,103200.0,60.0,7.7,76606.0,74.6,6.5
71,71,72,,,,,,,632370,2018,Unified,96628.0,55.7,10.9,74008.0,67.7,10.2
72,72,73,,,,,,,635310,2018,Unified,204650.0,65.2,4.7,166525.0,75.5,4.6
73,73,74,,,,,,,608370,2018,Unified,95973.0,62.0,6.7,68646.0,77.0,5.7
74,74,75,,,,,,,618390,2018,Unified,87998.0,64.6,6.5,68602.0,76.4,5.7
75,75,76,,,,,,,691135,2018,Unified,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
76,76,77,,,,,,,600016,2018,Unified,60060.0,63.1,3.6,45026.0,76.7,3.4
77,77,78,,,,,,,603600,2018,Unified,56620.0,61.6,4.2,44974.0,71.9,3.6
78,78,79,,,,,,,622710,2018,Unified,3877095.0,62.6,6.0,3033591.0,74.3,5.7
79,79,80,,,,,,,626370,2018,Unified,226568.0,64.5,4.5,169750.0,78.5,4.6
80,80,81,,,,,,,632070,2018,Unified,106110.0,60.1,5.8,78670.0,73.4,5.4
81,81,82,,,,,,,600017,2018,Unified,62742.0,46.9,8.8,44667.0,60.7,8.4
82,82,83,,,,,,,601620,2018,Unified,91963.0,55.0,6.5,64965.0,71.4,6.3
83,83,84,,,,,,,609070,2018,Unified,66283.0,56.6,14.8,49802.0,71.9,14.4
84,84,85,,,,,,,609640,2018,Unified,109794.0,61.0,3.5,78929.0,76.0,2.9
85,85,86,,,,,,,609850,2018,Unified,218108.0,61.9,3.2,171166.0,74.1,2.9
86,86,87,,,,,,,611460,2018,Unified,95139.0,63.1,4.8,73035.0,76.9,4.0
87,87,88,,,,,,,623340,2018,Unified,64764.0,55.8,13.5,49160.0,67.0,13.1
88,88,89,,,,,,,625530,2018,Unified,76673.0,60.6,4.6,57714.0,72.1,4.5
89,89,90,,,,,,,634410,2018,Unified,776750.0,69.1,3.7,610916.0,82.4,3.3
90,90,91,,,,,,,641190,2018,Unified,127715.0,63.4,3.9,98075.0,76.6,3.3
91,91,92,,,,,,,600158,2018,Unified,57391.0,56.4,8.8,41930.0,70.9,8.1
92,92,93,,,,,,,629550,2018,Unified,149537.0,48.4,6.4,99166.0,65.1,5.9
93,93,94,,,,,,,634880,2018,Unified,105597.0,63.4,3.5,77559.0,76.4,3.2
94,94,95,,,,,,,640980,2018,Unified,101485.0,60.6,2.3,72947.0,75.4,2.4
95,95,96,,,,,,,684500,2018,Unified,202295.0,59.0,4.1,157006.0,69.7,3.5
96,96,97,,,,,,,600047,2018,Unified,64166.0,66.6,2.9,49764.0,78.4,2.5
97,97,98,,,,,,,635130,2018,Unified,115651.0,62.8,3.5,84122.0,77.7,3.7
98,98,99,,,,,,,640150,2018,Unified,108282.0,66.5,4.8,83813.0,78.4,4.4
99,99,100,,,,,,,609390,2018,Unified,87167.0,58.3,7.4,65149.0,72.7,6.5
100,100,101,,,,,,,616740,2018,Unified,145307.0,61.1,4.3,112847.0,73.6,4.1
101,101,102,,,,,,,622110,2018,Unified,79290.0,67.3,4.2,61515.0,78.8,4.1
102,102,103,,,,,,,629850,2018,Unified,59163.0,63.6,7.0,48197.0,74.3,5.5
103,103,104,,,,,,,613360,2018,Unified,111862.0,63.3,3.7,85113.0,75.1,3.5
104,104,105,,,,,,,625860,2018,Unified,55846.0,39.4,9.9,38683.0,49.4,11.2
105,105,106,,,,,,,627720,2018,Unified,52713.0,63.1,2.4,35795.0,79.8,2.6
106,106,107,,,,,,,628050,2018,Unified,355658.0,66.3,5.3,280797.0,78.4,5.1
107,107,108,,,,,,,629490,2018,Unified,88470.0,59.5,10.6,65635.0,71.4,10.1
108,108,109,,,,,,,629610,2018,Unified,72010.0,56.4,3.9,49874.0,71.5,3.6
109,109,110,,,,,,,633750,2018,Unified,92520.0,61.1,5.5,68136.0,76.0,5.7
110,110,111,,,,,,,600032,2018,Unified,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
111,111,112,,,,,,,610050,2018,Unified,62056.0,62.1,4.8,46466.0,76.6,4.4
112,112,113,,,,,,,622500,2018,Unified,420140.0,63.5,5.0,336450.0,74.7,4.5
113,113,114,,,,,,,629940,2018,Unified,167020.0,62.3,3.3,124157.0,76.1,3.3
114,114,115,,,,,,,632550,2018,Unified,207033.0,65.7,4.8,159587.0,77.9,4.2
115,115,116,,,,,,,622230,2018,Unified,135023.0,54.9,7.2,98005.0,69.9,6.6
116,116,117,,,,,,,625830,2018,Unified,52738.0,63.8,3.4,39327.0,78.1,3.5
117,117,118,,,,,,,633150,2018,Unified,215142.0,59.4,5.5,163204.0,72.9,4.6
118,118,119,,,,,,,638010,2018,Unified,151285.0,55.8,7.3,117028.0,67.6,7.4
119,119,120,,,,,,,643080,2018,Unified,53395.0,60.7,4.7,38741.0,77.1,4.1
120,0,1,,,,,,,620880,2018,Elementary,81690.0,48.4,9.2,62238.0,58.9,8.7
121,1,2,,,,,,,627180,2018,Elementary,59108.0,60.9,5.0,44752.0,73.3,5.0
122,2,3,,,,,,,642150,2018,Elementary,69721.0,56.5,5.7,51164.0,72.7,5.4
123,3,4,,,,,,,628470,2018,Elementary,143249.0,63.3,6.1,113697.0,74.4,5.5
124,4,5,,,,,,,639870,2018,Elementary,44492.0,61.1,6.2,35152.0,69.8,6.6
125,5,6,,,,,,,642450,2018,Elementary,51933.0,62.1,3.6,40434.0,75.7,3.3
126,6,7,,,,,,,613500,2018,Elementary,54425.0,38.5,8.5,38799.0,48.1,8.1
127,7,8,,,,,,,620250,2018,Elementary,113134.0,61.5,4.0,86313.0,74.9,3.8
128,8,9,,,,,,,614370,2018,Elementary,70871.0,63.3,5.4,54795.0,75.2,4.4
129,9,10,,,,,,,618870,2018,Elementary,81646.0,67.5,4.5,62647.0,81.7,4.4
130,10,11,,,,,,,602310,2018,Elementary,94329.0,64.4,4.8,72389.0,77.4,4.7
131,11,12,,,,,,,605910,2018,Elementary,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
132,12,13,,,,,,,606810,2018,Elementary,131438.0,58.2,5.3,99951.0,71.2,5.0
133,13,14,,,,,,,641040,2018,Elementary,73301.0,47.6,8.8,55510.0,59.8,6.9
134,14,15,,,,,,,618030,2018,Elementary,70911.0,61.2,3.2,51451.0,77.8,2.8
135,15,16,,,,,,,624540,2018,Elementary,76751.0,49.7,9.1,54284.0,64.5,8.7
136,16,17,,,,,,,633930,2018,Elementary,60096.0,59.3,5.5,46128.0,70.9,6.0
137,17,18,,,,,,,615510,2018,Elementary,68792.0,52.7,7.0,45873.0,68.8,5.4
138,18,19,,,,,,,626280,2018,Elementary,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
139,19,20,,,,,,,611850,2018,Elementary,66888.0,62.2,4.4,50632.0,76.6,4.1
140,20,21,,,,,,,605580,2018,Elementary,74528.0,64.0,5.7,58123.0,74.2,6.2
141,21,22,,,,,,,617850,2018,Elementary,50895.0,61.5,7.1,42008.0,69.9,7.3
142,22,23,,,,,,,635590,2018,Elementary,58345.0,56.4,7.7,39320.0,69.7,5.5
143,23,24,,,,,,,623430,2018,Elementary,53245.0,61.2,5.2,40929.0,72.5,5.1
144,24,25,,,,,,,635970,2018,Elementary,81398.0,67.2,5.1,64879.0,77.6,4.8
145,25,26,,,,,,,629580,2018,Elementary,96833.0,55.1,7.5,73295.0,68.2,6.6
146,26,27,,,,,,,638220,2018,Elementary,48889.0,64.4,6.1,38224.0,73.3,6.6
147,27,28,,,,,,,614730,2018,Elementary,96656.0,62.7,5.7,74444.0,75.5,5.0
148,28,29,,,,,,,604800,2018,Elementary,70474.0,66.5,4.9,55776.0,77.9,4.7
149,29,30,,,,,,,607200,2018,Elementary,76267.0,67.0,3.0,59668.0,80.4,2.9
150,30,31,,,,,,,634920,2018,Elementary,113011.0,66.3,4.6,85139.0,81.4,4.5
151,31,32,,,,,,,602610,2018,Elementary,164380.0,66.4,4.1,131348.0,77.6,3.7
152,32,33,,,,,,,624600,2018,Elementary,69163.0,49.3,13.2,48913.0,62.0,10.9
153,33,34,,,,,,,632130,2018,Elementary,86791.0,69.1,3.6,67143.0,79.6,3.5
154,34,35,,,,,,,625130,2018,Elementary,91217.0,54.1,10.6,72230.0,64.2,10.6
155,35,36,,,,,,,638670,2018,Elementary,55046.0,54.8,5.7,39417.0,69.7,5.4
156,36,37,,,,,,,642120,2018,Elementary,59420.0,52.5,3.6,45222.0,64.2,3.5
157,37,38,,,,,,,606390,2018,Elementary,102582.0,59.0,6.6,78493.0,71.4,6.0
158,38,39,,,,,,,629220,2018,Elementary,95863.0,61.7,4.7,73861.0,74.4,4.1
159,39,40,,,,,,,633600,2018,Elementary,79674.0,60.8,4.4,58505.0,76.8,3.7
160,40,41,,,,,,,610290,2018,Elementary,109484.0,60.7,2.6,82652.0,75.5,2.5
161,41,42,,,,,,,637380,2018,Elementary,63817.0,51.5,9.6,49014.0,63.1,8.4
162,42,43,,,,,,,612750,2018,Elementary,58937.0,59.7,4.3,40434.0,78.3,4.4
163,43,44,,,,,,,612880,2018,Elementary,137294.0,60.0,3.8,103118.0,72.8,3.4
164,44,45,,,,,,,628140,2018,Elementary,79657.0,65.9,3.8,60041.0,80.4,4.0
165,45,46,,,,,,,608610,2018,Elementary,244339.0,60.3,8.6,190808.0,72.7,8.0
166,46,47,,,,,,,630990,2018,Elementary,67250.0,60.6,4.7,45077.0,78.0,4.9
167,47,48,,,,,,,612090,2018,Elementary,66604.0,55.9,7.0,49651.0,70.2,6.8
