,District,year,ENR_TOTAL,Percent Change,NCESDist
10351,Livingston Union,2015,2558,,0622170
63871,Livingston Union,2016,2522,-1.4073494917904612,0622170
131152,Livingston Union,2017,2519,-0.11895321173671689,0622170
161654,Livingston Union,2018,2464,-2.1834061135371177,0622170
192090,Livingston Union,2019,2494,1.2175324675324677,0622170
10089,Lodi Unified,2015,30327,,0622230
64049,Lodi Unified,2016,30730,1.3288488805354963,0622230
131177,Lodi Unified,2017,31329,1.949235274975594,0622230
161392,Lodi Unified,2018,31588,0.8267100769255322,0622230
192120,Lodi Unified,2019,31328,-0.8230973787514245,0622230
10085,Loleta Union Elementary,2015,114,,0622320
63111,Loleta Union Elementary,2016,106,-7.017543859649122,0622320
131511,Loleta Union Elementary,2017,101,-4.716981132075472,0622320
192382,Loleta Union Elementary,2019,100,-0.9900990099009901,0622320
10075,Loma Prieta Joint Union Elementary,2015,491,,0622350
63101,Loma Prieta Joint Union Elementary,2016,507,3.2586558044806515,0622350
131515,Loma Prieta Joint Union Elementary,2017,505,-0.39447731755424065,0622350
162735,Loma Prieta Joint Union Elementary,2018,497,-1.5841584158415842,0622350
198405,Loma Prieta Joint Union Elementary,2019,491,-1.2072434607645874,0622350
1283,Las Lomitas Elementary,2015,1382,,0622380
56017,Las Lomitas Elementary,2016,1380,-0.1447178002894356,0622380
134666,Las Lomitas Elementary,2017,1334,-3.3333333333333335,0622380
169809,Las Lomitas Elementary,2018,1246,-6.5967016491754125,0622380
199317,Las Lomitas Elementary,2019,1200,-3.6918138041733553,0622380
9990,Lompoc Unified,2015,10214,,0622410
56320,Lompoc Unified,2016,10138,-0.7440767573918152,0622410
131840,Lompoc Unified,2017,10141,0.02959163543105149,0622410
169241,Lompoc Unified,2018,10043,-0.9663741248397594,0622410
198320,Lompoc Unified,2019,10052,0.08961465697500746,0622410
9979,Lone Pine Unified,2015,342,,0622440
56609,Lone Pine Unified,2016,299,-12.573099415204677,0622440
132226,Lone Pine Unified,2017,291,-2.6755852842809364,0622440
169225,Lone Pine Unified,2018,308,5.841924398625429,0622440
198309,Lone Pine Unified,2019,329,6.8181818181818175,0622440
9553,Long Beach Unified,2015,77565,,0622500
56625,Long Beach Unified,2016,76194,-1.7675497969444982,0622500
132271,Long Beach Unified,2017,74407,-2.34532902853243,0622500
168709,Long Beach Unified,2018,72947,-1.9621809775961938,0622500
197883,Long Beach Unified,2019,71533,-1.9383936282506478,0622500
9518,Loomis Union Elementary,2015,2792,,0622560
57246,Loomis Union Elementary,2016,2898,3.7965616045845274,0622560
132844,Loomis Union Elementary,2017,2970,2.484472049689441,0622560
168602,Loomis Union Elementary,2018,2909,-2.053872053872054,0622560
197820,Loomis Union Elementary,2019,3006,3.3344792024750776,0622560
9473,Los Alamitos Unified,2015,9939,,0622590
57318,Los Alamitos Unified,2016,9891,-0.4829459704195593,0622590
124115,Los Alamitos Unified,2017,9821,-0.7077140835102618,0622590
169454,Los Alamitos Unified,2018,9720,-1.028408512371449,0622590
197775,Los Alamitos Unified,2019,9679,-0.4218106995884774,0622590
9428,Los Altos Elementary,2015,4633,,0622650
57403,Los Altos Elementary,2016,4522,-2.3958558169652493,0622650
124765,Los Altos Elementary,2017,4400,-2.697921273772667,0622650
168353,Los Altos Elementary,2018,4242,-3.5909090909090913,0622650
197730,Los Altos Elementary,2019,3992,-5.893446487505893,0622650
4232,Los Angeles Unified,2015,634387,,0622710
57837,Los Angeles Unified,2016,628644,-0.9052833680387524,0622710
125910,Los Angeles Unified,2017,617915,-1.7066893185968528,0622710
163113,Los Angeles Unified,2018,605310,-2.0399245850966556,0622710
192534,Los Angeles Unified,2019,594744,-1.7455518659860236,0622710
4159,Los Banos Unified,2015,10520,,0622740
62866,Los Banos Unified,2016,10785,2.5190114068441063,0622740
125637,Los Banos Unified,2017,10863,0.7232267037552156,0622740
162760,Los Banos Unified,2018,11075,1.9515787535671545,0622740
192456,Los Banos Unified,2019,11084,0.08126410835214447,0622740
10498,Los Gatos-Saratoga Union High,2015,3301,,0622800
50378,Los Gatos-Saratoga Union High,2016,3357,1.6964556195092395,0622800
93977,Los Gatos-Saratoga Union High,2017,3415,1.7277330950253202,0622800
162750,Los Gatos-Saratoga Union High,2018,3509,2.7525622254758417,0622800
192421,Los Gatos-Saratoga Union High,2019,3534,0.7124536905101169,0622800
4134,Los Gatos Union Elementary,2015,3334,,0622830
63004,Los Gatos Union Elementary,2016,3261,-2.1895620875824835,0622830
125885,Los Gatos Union Elementary,2017,3160,-3.097209444955535,0622830
141119,Los Gatos Union Elementary,2018,3024,-4.30379746835443,0622830
192431,Los Gatos Union Elementary,2019,2978,-1.5211640211640212,0622830
10508,Los Nietos,2015,1717,,0622890
62939,Los Nietos,2016,1645,-4.19336051252184,0622890
94112,Los Nietos,2017,1611,-2.066869300911854,0622890
162833,Los Nietos,2018,1553,-3.600248292985723,0622890
192401,Los Nietos,2019,1493,-3.8634900193174504,0622890
40030,Los Olivos Elementary,2015,172,,0622920
62861,Los Olivos Elementary,2016,146,-15.11627906976744,0622920
94244,Los Olivos Elementary,2017,139,-4.794520547945205,0622920
168137,Los Olivos Elementary,2018,153,10.071942446043165,0622920
192396,Los Olivos Elementary,2019,144,-5.88235294117647,0622920
10528,Lost Hills Union Elementary,2015,554,,0622950
57827,Lost Hills Union Elementary,2016,567,2.3465703971119134,0622950
94381,Lost Hills Union Elementary,2017,510,-10.052910052910052,0622950
168314,Lost Hills Union Elementary,2018,418,-18.03921568627451,0622950
192386,Lost Hills Union Elementary,2019,287,-31.33971291866029,0622950
10538,Lowell Joint,2015,3180,,0623010
57448,Lowell Joint,2016,3152,-0.8805031446540881,0623010
94431,Lowell Joint,2017,3146,-0.1903553299492386,0623010
168398,Lowell Joint,2018,3152,0.19071837253655435,0623010
208778,Lowell Joint,2019,3147,-0.15862944162436549,0623010
11358,Lucerne Elementary,2015,255,,0623040
57363,Lucerne Elementary,2016,264,3.5294117647058822,0623040
94553,Lucerne Elementary,2017,263,-0.3787878787878788,0623040
168539,Lucerne Elementary,2018,253,-3.802281368821293,0623040
218240,Lucerne Elementary,2019,293,15.810276679841898,0623040
11231,Lucia Mar Unified,2015,10704,,0623080
57081,Lucia Mar Unified,2016,10647,-0.5325112107623318,0623080
94800,Lucia Mar Unified,2017,10549,-0.9204470742932281,0623080
169135,Lucia Mar Unified,2018,10363,-1.7632003033462889,0623080
220525,Lucia Mar Unified,2019,10264,-0.9553218180063688,0623080
11226,Luther Burbank,2015,528,,0623130
56620,Luther Burbank,2016,520,-1.5151515151515151,0623130
95061,Luther Burbank,2017,517,-0.576923076923077,0623130
169236,Luther Burbank,2018,516,-0.19342359767891684,0623130
220520,Luther Burbank,2019,517,0.1937984496124031,0623130
11128,Lynwood Unified,2015,14809,,0623160
56405,Lynwood Unified,2016,14467,-2.309406442028496,0623160
95290,Lynwood Unified,2017,14171,-2.0460358056265986,0623160
169326,Lynwood Unified,2018,13755,-2.935572648366382,0623160
220417,Lynwood Unified,2019,13208,-3.976735732460923,0623160
10955,Madera Unified,2015,20530,,0623340
64415,Madera Unified,2016,20779,1.2128592303945447,0623340
92973,Madera Unified,2017,20953,0.8373838972039077,0623340
161241,Madera Unified,2018,21038,0.4056698324822221,0623340
220244,Madera Unified,2019,21145,0.5086034794181957,0623340
10910,Magnolia Elementary,2015,6418,,0623430
64311,Magnolia Elementary,2016,6277,-2.1969460891243378,0623430
93248,Magnolia Elementary,2017,6077,-3.186235462800701,0623430
161674,Magnolia Elementary,2018,5851,-3.7189402665789038,0623430
220199,Magnolia Elementary,2019,5671,-3.076397197060331,0623430
11363,Magnolia Union Elementary,2015,124,,0623460
63854,Magnolia Union Elementary,2016,136,9.67741935483871,0623460
93367,Magnolia Union Elementary,2017,142,4.411764705882353,0623460
161811,Magnolia Union Elementary,2018,141,-0.7042253521126761,0623460
220194,Magnolia Union Elementary,2019,131,-7.092198581560284,0623460
10890,Mammoth Unified,2015,1193,,0623530
63742,Mammoth Unified,2016,1213,1.6764459346186085,0623530
93377,Mammoth Unified,2017,1200,-1.0717230008244023,0623530
162034,Mammoth Unified,2018,1209,0.75,0623530
220169,Mammoth Unified,2019,1186,-1.902398676592225,0623530
10825,Manchester Union Elementary,2015,38,,0623550
63737,Manchester Union Elementary,2016,47,23.684210526315788,0623550
93912,Manchester Union Elementary,2017,40,-14.893617021276595,0623550
162101,Manchester Union Elementary,2018,36,-10.0,0623550
220164,Manchester Union Elementary,2019,45,25.0,0623550
10639,Manteca Unified,2015,23169,,0623610
63296,Manteca Unified,2016,23406,1.022918554965687,0623610
93690,Manteca Unified,2017,23722,1.3500811757668973,0623610
162247,Manteca Unified,2018,23588,-0.5648764859623978,0623610
219978,Manteca Unified,2019,23814,0.9581142954044429,0623610
10634,Manzanita Elementary,2015,276,,0623700
63261,Manzanita Elementary,2016,288,4.3478260869565215,0623700
93840,Manzanita Elementary,2017,291,1.0416666666666665,0623700
162537,Manzanita Elementary,2018,317,8.934707903780069,0623700
219973,Manzanita Elementary,2019,296,-6.624605678233439,0623700
10629,Maple Creek Elementary,2015,12,,0623730
63226,Maple Creek Elementary,2016,12,0.0,0623730
93887,Maple Creek Elementary,2017,9,-25.0,0623730
162552,Maple Creek Elementary,2018,4,-55.55555555555556,0623730
219963,Maple Creek Elementary,2019,9,125.0,0623730
10624,Maple Elementary,2015,288,,0623760
63211,Maple Elementary,2016,292,1.3888888888888888,0623760
95683,Maple Elementary,2017,283,-3.0821917808219177,0623760
162647,Maple Elementary,2018,292,3.180212014134275,0623760
219958,Maple Elementary,2019,294,0.684931506849315,0623760
10588,Maricopa Unified,2015,2138,,0623820
63115,Maricopa Unified,2016,3972,85.78110383536016,0623820
95693,Maricopa Unified,2017,6367,60.29707955689829,0623820
168428,Maricopa Unified,2018,7754,21.78419978011622,0623820
220615,Maricopa Unified,2019,12625,62.81919009543462,0623820
10830,Mariposa County Unified,2015,1865,,0623940
55081,Mariposa County Unified,2016,1840,-1.3404825737265416,0623940
97908,Mariposa County Unified,2017,1813,-1.4673913043478262,0623940
170776,Mariposa County Unified,2018,1835,1.2134583563154993,0623940
220950,Mariposa County Unified,2019,1822,-0.7084468664850135,0623940
4117,Mark Twain Union Elementary,2015,804,,0623970
55053,Mark Twain Union Elementary,2016,833,3.6069651741293534,0623970
97968,Mark Twain Union Elementary,2017,821,-1.440576230492197,0623970
170897,Mark Twain Union Elementary,2018,785,-4.38489646772229,0623970
220940,Mark Twain Union Elementary,2019,769,-2.038216560509554,0623970
3858,Martinez Unified,2015,4199,,0624030
54973,Martinez Unified,2016,4132,-1.595618004286735,0624030
98102,Martinez Unified,2017,4160,0.6776379477250726,0624030
170952,Martinez Unified,2018,4151,-0.21634615384615385,0624030
220900,Martinez Unified,2019,4137,-0.33726812816188867,0624030
3295,Maxwell Unified,2015,329,,0624150
54871,Maxwell Unified,2016,326,-0.911854103343465,0624150
98340,Maxwell Unified,2017,327,0.3067484662576687,0624150
171200,Maxwell Unified,2018,340,3.9755351681957185,0624150
220867,Maxwell Unified,2019,343,0.8823529411764706,0624150
3290,McCabe Union Elementary,2015,1364,,0624180
54653,McCabe Union Elementary,2016,1389,1.8328445747800588,0624180
98415,McCabe Union Elementary,2017,1389,0.0,0624180
171220,McCabe Union Elementary,2018,1365,-1.7278617710583155,0624180
220857,McCabe Union Elementary,2019,1359,-0.43956043956043955,0624180
3285,McCloud Union Elementary,2015,53,,0624210
54638,McCloud Union Elementary,2016,66,24.528301886792452,0624210
98430,McCloud Union Elementary,2017,52,-21.21212121212121,0624210
171248,McCloud Union Elementary,2018,60,15.384615384615385,0624210
220852,McCloud Union Elementary,2019,58,-3.3333333333333335,0624210
3251,McFarland Unified,2015,3544,,0624230
54586,McFarland Unified,2016,3570,0.7336343115124153,0624230
98520,McFarland Unified,2017,3588,0.5042016806722689,0624230
171359,McFarland Unified,2018,3484,-2.898550724637681,0624230
221010,McFarland Unified,2019,3547,1.8082663605051663,0624230
3236,McKinleyville Union Elementary,2015,1156,,0624300
54521,McKinleyville Union Elementary,2016,1151,-0.43252595155709345,0624300
97242,McKinleyville Union Elementary,2017,1166,1.3032145960034751,0624300
171408,McKinleyville Union Elementary,2018,1123,-3.687821612349914,0624300
220837,McKinleyville Union Elementary,2019,1097,-2.315227070347284,0624300
3231,McKittrick Elementary,2015,75,,0624330
55316,McKittrick Elementary,2016,77,2.666666666666667,0624330
95901,McKittrick Elementary,2017,77,0.0,0624330
170619,McKittrick Elementary,2018,74,-3.896103896103896,0624330
220827,McKittrick Elementary,2019,79,6.756756756756757,0624330
3226,McSwain Union Elementary,2015,822,,0624360
56198,McSwain Union Elementary,2016,859,4.5012165450121655,0624360
95911,McSwain Union Elementary,2017,837,-2.5611175785797435,0624360
170614,McSwain Union Elementary,2018,876,4.659498207885305,0624360
220792,McSwain Union Elementary,2019,859,-1.9406392694063925,0624360
3221,Meadows Union Elementary,2015,459,,0624390
56193,Meadows Union Elementary,2016,488,6.318082788671024,0624390
95916,Meadows Union Elementary,2017,503,3.0737704918032787,0624390
169648,Meadows Union Elementary,2018,492,-2.1868787276341948,0624390
220787,Meadows Union Elementary,2019,478,-2.8455284552845526,0624390
3176,Mendocino Unified,2015,543,,0624480
56027,Mendocino Unified,2016,517,-4.788213627992634,0624480
96876,Mendocino Unified,2017,509,-1.5473887814313347,0624480
169834,Mendocino Unified,2018,536,5.304518664047151,0624480
220742,Mendocino Unified,2019,525,-2.0522388059701493,0624480
3977,Milpitas Unified,2015,10291,,0624500
67854,Milpitas Unified,2016,10257,-0.33038577397726165,0624500
90625,Milpitas Unified,2017,10315,0.5654674856195769,0624500
157795,Milpitas Unified,2018,10172,-1.3863305865244788,0624500
218522,Milpitas Unified,2019,10299,1.2485253637436098,0624500
3070,Menifee Union Elementary,2015,11219,,0624540
55866,Menifee Union Elementary,2016,11667,3.9932257776985467,0624540
97011,Menifee Union Elementary,2017,11664,-0.025713551041398816,0624540
170022,Menifee Union Elementary,2018,11937,2.3405349794238686,0624540
219887,Menifee Union Elementary,2019,12366,3.5938678059814024,0624540
3050,Menlo Park City Elementary,2015,2940,,0624570
55733,Menlo Park City Elementary,2016,2998,1.9727891156462583,0624570
97087,Menlo Park City Elementary,2017,2971,-0.9006004002668445,0624570
170138,Menlo Park City Elementary,2018,2929,-1.413665432514305,0624570
219867,Menlo Park City Elementary,2019,2922,-0.2389894161829976,0624570
2955,Merced City Elementary,2015,10882,,0624600
55613,Merced City Elementary,2016,10900,0.1654107700790296,0624600
97127,Merced City Elementary,2017,11072,1.5779816513761469,0624600
170205,Merced City Elementary,2018,11002,-0.6322254335260116,0624600
219772,Merced City Elementary,2019,11079,0.6998727504090165,0624600
2912,Merced River Union Elementary,2015,143,,0624630
56304,Merced River Union Elementary,2016,175,22.377622377622377,0624630
91569,Merced River Union Elementary,2017,176,0.5714285714285714,0624630
170558,Merced River Union Elementary,2018,177,0.5681818181818182,0624630
218813,Merced River Union Elementary,2019,203,14.689265536723164,0624630
3328,Merced Union High,2015,10201,,0624660
64595,Merced Union High,2016,10375,1.7057151259680423,0624660
90924,Merced Union High,2017,10541,1.6,0624660
169499,Merced Union High,2018,10523,-0.17076178730670713,0624660
218763,Merced Union High,2019,10748,2.1381735246602678,0624660
3373,Middletown Unified,2015,1654,,0624750
68704,Middletown Unified,2016,1680,1.5719467956469164,0624750
90843,Middletown Unified,2017,1712,1.9047619047619049,0624750
157166,Middletown Unified,2018,1747,2.0443925233644857,0624750
218723,Middletown Unified,2019,1773,1.4882655981682884,0624750
3413,Midway Elementary,2015,94,,0624780
68669,Midway Elementary,2016,85,-9.574468085106384,0624780
91514,Midway Elementary,2017,85,0.0,0624780
157249,Midway Elementary,2018,80,-5.88235294117647,0624780
218718,Midway Elementary,2019,88,10.0,0624780
3418,Mill Valley Elementary,2015,3225,,0624870
68586,Mill Valley Elementary,2016,3126,-3.0697674418604652,0624870
91519,Mill Valley Elementary,2017,3083,-1.3755598208573256,0624870
157384,Mill Valley Elementary,2018,2945,-4.47615958481998,0624870
218688,Mill Valley Elementary,2019,2835,-3.7351443123938877,0624870
4069,Millbrae Elementary,2015,2426,,0624900
68441,Millbrae Elementary,2016,2432,0.24732069249793898,0624900
91789,Millbrae Elementary,2017,2428,-0.1644736842105263,0624900
157465,Millbrae Elementary,2018,2382,-1.8945634266886324,0624900
218663,Millbrae Elementary,2019,2346,-1.5113350125944585,0624900
4044,Millville Elementary,2015,249,,0624930
68200,Millville Elementary,2016,251,0.8032128514056224,0624930
91459,Millville Elementary,2017,263,4.780876494023905,0624930
158500,Millville Elementary,2018,266,1.1406844106463878,0624930
218589,Millville Elementary,2019,270,1.5037593984962405,0624930
3972,Mission Union Elementary,2015,128,,0625110
67795,Mission Union Elementary,2016,126,-1.5625,0625110
91575,Mission Union Elementary,2017,131,3.968253968253968,0625110
158156,Mission Union Elementary,2018,131,0.0,0625110
218517,Mission Union Elementary,2019,125,-4.580152671755725,0625110
3934,Modoc Joint Unified,2015,832,,0625190
68839,Modoc Joint Unified,2016,847,1.8028846153846152,0625190
110899,Modoc Joint Unified,2017,868,2.479338842975207,0625190
158397,Modoc Joint Unified,2018,872,0.4608294930875576,0625190
218462,Modoc Joint Unified,2019,857,-1.7201834862385321,0625190
3903,Mojave Unified,2015,2713,,0625230
68869,Mojave Unified,2016,2735,0.8109104312569112,0625230
98765,Mojave Unified,2017,2833,3.583180987202925,0625230
157135,Mojave Unified,2018,2800,-1.1648429226967878,0625230
218431,Mojave Unified,2019,2822,0.7857142857142858,0625230
3898,Monroe Elementary,2015,172,,0625290
70003,Monroe Elementary,2016,170,-1.1627906976744187,0625290
106332,Monroe Elementary,2017,167,-1.7647058823529411,0625290
155896,Monroe Elementary,2018,165,-1.1976047904191618,0625290
218819,Monroe Elementary,2019,165,0.0,0625290
3808,Monrovia Unified,2015,5820,,0625320
69594,Monrovia Unified,2016,5593,-3.9003436426116838,0625320
106639,Monrovia Unified,2017,5548,-0.8045771500089397,0625320
155971,Monrovia Unified,2018,5422,-2.2710886806056236,0625320
218861,Monrovia Unified,2019,5385,-0.682405016599041,0625320
3802,Montague Elementary,2015,191,,0625380
69516,Montague Elementary,2016,175,-8.37696335078534,0625380
107103,Montague Elementary,2017,154,-12.0,0625380
156160,Montague Elementary,2018,163,5.844155844155844,0625380
218911,Montague Elementary,2019,162,-0.6134969325153374,0625380
3657,Montebello Unified,2015,28283,,0625470
69321,Montebello Unified,2016,27361,-3.2599087791252694,0625470
107109,Montebello Unified,2017,26479,-3.22356639011732,0625470
156205,Montebello Unified,2018,25359,-4.22976698515805,0625470
219617,Montebello Unified,2019,24324,-4.081391222051343,0625470
3652,Montecito Union Elementary,2015,438,,0625500
69307,Montecito Union Elementary,2016,413,-5.707762557077626,0625500
107803,Montecito Union Elementary,2017,410,-0.7263922518159807,0625500
156407,Montecito Union Elementary,2018,394,-3.902439024390244,0625500
219612,Montecito Union Elementary,2019,368,-6.598984771573605,0625500
3503,Monterey Peninsula Unified,2015,10633,,0625530
69011,Monterey Peninsula Unified,2016,10732,0.9310636697075143,0625530
107396,Monterey Peninsula Unified,2017,10682,-0.46589638464405514,0625530
156488,Monterey Peninsula Unified,2018,10658,-0.22467702677401233,0625530
219463,Monterey Peninsula Unified,2019,10486,-1.6138112216175644,0625530
3483,Moraga Elementary,2015,1886,,0625740
68951,Moraga Elementary,2016,1895,0.47720042417815484,0625740
107511,Moraga Elementary,2017,1829,-3.4828496042216357,0625740
156629,Moraga Elementary,2018,1849,1.0934937124111537,0625740
219434,Moraga Elementary,2019,1852,0.16224986479177933,0625740
3448,Moreland,2015,4805,,0625770
68900,Moreland,2016,4775,-0.6243496357960457,0625770
107541,Moreland,2017,4805,0.6282722513089005,0625770
156683,Moreland,2018,4694,-2.3100936524453695,0625770
219399,Moreland,2019,4675,-0.4047720494247976,0625770
11368,Moreno Valley Unified,2015,33869,,0625800
67481,Moreno Valley Unified,2016,33343,-1.5530426053323099,0625800
107588,Moreno Valley Unified,2017,33078,-0.7947695168401164,0625800
157580,Moreno Valley Unified,2018,32725,-1.0671745571074431,0625800
219204,Moreno Valley Unified,2019,32255,-1.436210847975554,0625800
20692,Morgan Hill Unified,2015,9121,,0625830
65658,Morgan Hill Unified,2016,9133,0.13156452143405328,0625830
105590,Morgan Hill Unified,2017,9118,-0.164239570787255,0625830
160670,Morgan Hill Unified,2018,8929,-2.072822987497258,0625830
219134,Morgan Hill Unified,2019,9005,0.8511591443610707,0625830
30776,Morongo Unified,2015,10236,,0625860
65572,Morongo Unified,2016,8437,-17.575224697147323,0625860
105292,Morongo Unified,2017,8632,2.311248073959938,0625860
160064,Morongo Unified,2018,8614,-0.20852641334569047,0625860
219053,Morongo Unified,2019,8478,-1.5788251683306245,0625860
20762,Mother Lode Union Elementary,2015,1056,,0625980
65446,Mother Lode Union Elementary,2016,1080,2.272727272727273,0625980
105388,Mother Lode Union Elementary,2017,1060,-1.8518518518518516,0625980
160265,Mother Lode Union Elementary,2018,1027,-3.1132075471698113,0625980
219038,Mother Lode Union Elementary,2019,1024,-0.2921129503407984,0625980
34241,Mt. Shasta Union Elementary,2015,534,,0626040
66745,Mt. Shasta Union Elementary,2016,580,8.614232209737828,0626040
108154,Mt. Shasta Union Elementary,2017,558,-3.793103448275862,0626040
158823,Mt. Shasta Union Elementary,2018,558,0.0,0626040
224629,Mt. Shasta Union Elementary,2019,554,-0.7168458781362007,0626040
34759,Mountain Elementary,2015,124,,0626070
65245,Mountain Elementary,2016,118,-4.838709677419355,0626070
105463,Mountain Elementary,2017,127,7.627118644067797,0626070
160446,Mountain Elementary,2018,143,12.598425196850393,0626070
219013,Mountain Elementary,2019,153,6.993006993006993,0626070
34678,Mountain Empire Unified,2015,2828,,0626100
65143,Mountain Empire Unified,2016,2781,-1.6619519094766622,0626100
105473,Mountain Empire Unified,2017,3162,13.700107874865155,0626100
160589,Mountain Empire Unified,2018,3285,3.8899430740037952,0626100
218932,Mountain Empire Unified,2019,3893,18.508371385083713,0626100
34673,Mountain House Elementary,2015,19,,0626130
65018,Mountain House Elementary,2016,16,-15.789473684210526,0626130
105660,Mountain House Elementary,2017,20,25.0,0626130
160745,Mountain House Elementary,2018,17,-15.0,0626130
218927,Mountain House Elementary,2019,15,-11.76470588235294,0626130
34588,Mountain View Elementary,2015,9736,,0626190
64735,Mountain View Elementary,2016,9599,-1.4071487263763351,0626190
105685,Mountain View Elementary,2017,9324,-2.8648817585165123,0626190
160870,Mountain View Elementary,2018,8872,-4.847704847704848,0626190
221105,Mountain View Elementary,2019,8660,-2.3895401262398557,0626190
34648,Mountain View Elementary,2015,9736,,0626220
64795,Mountain View Elementary,2016,9599,-1.4071487263763351,0626220
105745,Mountain View Elementary,2017,9324,-2.8648817585165123,0626220
160930,Mountain View Elementary,2018,8872,-4.847704847704848,0626220
221165,Mountain View Elementary,2019,8660,-2.3895401262398557,0626220
34529,Mountain View Whisman,2015,5079,,0626280
64640,Mountain View Whisman,2016,5120,0.8072455207718056,0626280
105796,Mountain View Whisman,2017,5124,0.078125,0626280
160960,Mountain View Whisman,2018,5103,-0.4098360655737705,0626280
225526,Mountain View Whisman,2019,5074,-0.5682931608857535,0626280
34514,Mountain View-Los Altos Union High,2015,4015,,0626310
67461,Mountain View-Los Altos Union High,2016,4084,1.7185554171855542,0626310
105888,Mountain View-Los Altos Union High,2017,4285,4.921645445641528,0626310
161172,Mountain View-Los Altos Union High,2018,4368,1.9369894982497082,0626310
221185,Mountain View-Los Altos Union High,2019,4521,3.5027472527472527,0626310
34509,Mt. Baldy Joint Elementary,2015,103,,0626340
54500,Mt. Baldy Joint Elementary,2016,106,2.912621359223301,0626340
105933,Mt. Baldy Joint Elementary,2017,94,-11.320754716981133,0626340
159865,Mt. Baldy Joint Elementary,2018,94,0.0,0626340
224902,Mt. Baldy Joint Elementary,2019,109,15.957446808510639,0626340
34251,Mt. Diablo Unified,2015,31801,,0626370
66765,Mt. Diablo Unified,2016,31610,-0.6006100437093173,0626370
107896,Mt. Diablo Unified,2017,31135,-1.5026890224612466,0626370
158554,Mt. Diablo Unified,2018,30826,-0.9924522241850009,0626370
224639,Mt. Diablo Unified,2019,30750,-0.24654512424576655,0626370
34764,Mount Pleasant Elementary,2015,2445,,0626400
65301,Mount Pleasant Elementary,2016,2370,-3.067484662576687,0626400
105423,Mount Pleasant Elementary,2017,2333,-1.5611814345991561,0626400
160303,Mount Pleasant Elementary,2018,2229,-4.457779682811831,0626400
188169,Mount Pleasant Elementary,2019,2108,-5.428443248093315,0626400
34236,Mulberry Elementary,2015,76,,0626430
66734,Mulberry Elementary,2016,90,18.421052631578945,0626430
109990,Mulberry Elementary,2017,81,-10.0,0626430
158982,Mulberry Elementary,2018,73,-9.876543209876543,0626430
224624,Mulberry Elementary,2019,75,2.73972602739726,0626430
34216,Muroc Joint Unified,2015,1916,,0626490
66679,Muroc Joint Unified,2016,1881,-1.826722338204593,0626490
110030,Muroc Joint Unified,2017,1827,-2.8708133971291865,0626490
159017,Muroc Joint Unified,2018,1793,-1.8609742747673783,0626490
224604,Muroc Joint Unified,2019,1780,-0.7250418293363079,0626490
33954,Napa Valley Unified,2015,18460,,0626640
66314,Napa Valley Unified,2016,18211,-1.3488624052004334,0626640
110307,Napa Valley Unified,2017,18078,-0.7303278238427324,0626640
159238,Napa Valley Unified,2018,17834,-1.3497068259763247,0626640
224337,Napa Valley Unified,2019,17647,-1.0485589323763598,0626640
33897,National Elementary,2015,6050,,0626670
66227,National Elementary,2016,5923,-2.099173553719008,0626670
110503,National Elementary,2017,5711,-3.5792672632112104,0626670
159537,National Elementary,2018,5535,-3.0817720189108737,0626670
224280,National Elementary,2019,5416,-2.149954832881662,0626670
34886,Needles Unified,2015,937,,0626760
47279,Needles Unified,2016,952,1.6008537886872998,0626760
110973,Needles Unified,2017,969,1.7857142857142856,0626760
159720,Needles Unified,2018,993,2.476780185758514,0626760
224153,Needles Unified,2019,998,0.5035246727089627,0626760
34916,Nevada City Elementary,2015,871,,0626820
47183,Nevada City Elementary,2016,863,-0.9184845005740528,0626820
110934,Nevada City Elementary,2017,829,-3.9397450753186556,0626820
171441,Nevada City Elementary,2018,801,-3.3775633293124248,0626820
224111,Nevada City Elementary,2019,756,-5.617977528089887,0626820
35860,Nevada Joint Union High,2015,2905,,0626880
46809,Nevada Joint Union High,2016,2838,-2.306368330464716,0626880
110743,Nevada Joint Union High,2017,2785,-1.8675123326286118,0626880
178940,Nevada Joint Union High,2018,2763,-0.7899461400359067,0626880
224020,Nevada Joint Union High,2019,2771,0.2895403546869345,0626880
35795,New Haven Unified,2015,12150,,0626910
46648,New Haven Unified,2016,11873,-2.279835390946502,0626910
110585,New Haven Unified,2017,11595,-2.3414469805440916,0626910
179145,New Haven Unified,2018,11260,-2.889176369124623,0626910
224907,New Haven Unified,2019,11024,-2.0959147424511544,0626910
35790,New Hope Elementary,2015,196,,0626970
46481,New Hope Elementary,2016,199,1.530612244897959,0626970
109946,New Hope Elementary,2017,188,-5.527638190954774,0626970
179295,New Hope Elementary,2018,201,6.914893617021277,0626970
224972,New Hope Elementary,2019,185,-7.960199004975125,0626970
35726,New Jerusalem Elementary,2015,4242,,0627030
47431,New Jerusalem Elementary,2016,4588,8.156529938708157,0627030
108189,New Jerusalem Elementary,2017,4522,-1.4385353095030515,0627030
179365,New Jerusalem Elementary,2018,4831,6.833259619637329,0627030
225042,New Jerusalem Elementary,2019,5446,12.730283585179054,0627030
34668,Mountain Union Elementary,2015,71,,0627040
64940,Mountain Union Elementary,2016,76,7.042253521126761,0627040
105670,Mountain Union Elementary,2017,67,-11.842105263157894,0627040
160785,Mountain Union Elementary,2018,73,8.955223880597014,0627040
