,District,year,ENR_TOTAL,Percent Change,NCESDist
163073,Temple City Unified,2018,5627,-3.282915091096597,0638980
181970,Temple City Unified,2019,5611,-0.28434334458859073,0638980
29277,Templeton Unified,2015,2446,,0639000
57368,Templeton Unified,2016,2388,-2.3712183156173343,0639000
130934,Templeton Unified,2017,2370,-0.7537688442211055,0639000
168674,Templeton Unified,2018,2392,0.9282700421940928,0639000
181935,Templeton Unified,2019,2422,1.254180602006689,0639000
29312,Thermalito Union Elementary,2015,1445,,0639180
56553,Thermalito Union Elementary,2016,1490,3.1141868512110724,0639180
131570,Thermalito Union Elementary,2017,1547,3.825503355704698,0639180
162657,Thermalito Union Elementary,2018,1551,0.25856496444731736,0639180
181322,Thermalito Union Elementary,2019,1550,-0.06447453255963895,0639180
29342,Torrance Unified,2015,23775,,0639420
63891,Torrance Unified,2016,23612,-0.6855941114616193,0639420
130994,Torrance Unified,2017,23408,-0.8639674741656784,0639420
161876,Torrance Unified,2018,23302,-0.4528366370471633,0639420
183315,Torrance Unified,2019,22932,-1.5878465367779588,0639420
30651,Travis Unified,2015,5385,,0639630
63051,Travis Unified,2016,5551,3.0826369545032497,0639630
123944,Travis Unified,2017,5466,-1.5312556296162854,0639630
170649,Travis Unified,2018,5484,0.3293084522502744,0639630
183195,Travis Unified,2019,5441,-0.7840991976659374,0639630
30646,Tres Pinos Union Elementary,2015,135,,0639690
55013,Tres Pinos Union Elementary,2016,124,-8.148148148148149,0639690
122921,Tres Pinos Union Elementary,2017,125,0.8064516129032258,0639690
171145,Tres Pinos Union Elementary,2018,108,-13.600000000000001,0639690
186410,Tres Pinos Union Elementary,2019,91,-15.74074074074074,0639690
30641,Trinidad Union Elementary,2015,177,,0639720
54643,Trinidad Union Elementary,2016,198,11.864406779661017,0639720
135183,Trinidad Union Elementary,2017,211,6.565656565656567,0639720
171393,Trinidad Union Elementary,2018,203,-3.7914691943127963,0639720
186140,Trinidad Union Elementary,2019,200,-1.477832512315271,0639720
30627,Trona Joint Unified,2015,255,,0639840
56213,Trona Joint Unified,2016,949,272.15686274509807,0639840
134452,Trona Joint Unified,2017,1206,27.081138040042152,0639840
169708,Trona Joint Unified,2018,2746,127.69485903814261,0639840
186396,Trona Joint Unified,2019,264,-90.38601602330662,0639840
30612,Tulelake Basin Joint Unified,2015,462,,0639940
56002,Tulelake Basin Joint Unified,2016,449,-2.813852813852814,0639940
134814,Tulelake Basin Joint Unified,2017,404,-10.022271714922049,0639940
170093,Tulelake Basin Joint Unified,2018,388,-3.9603960396039604,0639940
185813,Tulelake Basin Joint Unified,2019,404,4.123711340206185,0639940
30466,Tustin Unified,2015,24058,,0640150
55433,Tustin Unified,2016,24104,0.19120458891013384,0640150
133148,Tustin Unified,2017,23997,-0.44390972452704947,0640150
170412,Tustin Unified,2018,23749,-1.033462516147852,0640150
187413,Tustin Unified,2019,23410,-1.4274285233062445,0640150
30701,Ukiah Unified,2015,6511,,0640300
70176,Ukiah Unified,2016,6571,0.9215174320380893,0640300
115626,Ukiah Unified,2017,6608,0.5630802008826662,0640300
155776,Ukiah Unified,2018,6588,-0.3026634382566586,0640300
186625,Ukiah Unified,2019,6611,0.3491196114146934,0640300
30145,Union Elementary,2015,5688,,0640320
69522,Union Elementary,2016,5748,1.0548523206751055,0640320
115120,Union Elementary,2017,5791,0.7480862908837858,0640320
156360,Union Elementary,2018,5879,1.519599378345709,0640320
184874,Union Elementary,2019,5852,-0.4592617792141521,0640320
30049,Union Hill Elementary,2015,624,,0640380
69126,Union Hill Elementary,2016,669,7.211538461538461,0640380
111948,Union Hill Elementary,2017,706,5.5306427503736915,0640380
156658,Union Hill Elementary,2018,710,0.56657223796034,0640380
184052,Union Hill Elementary,2019,747,5.211267605633803,0640380
29889,Vacaville Unified,2015,12814,,0640590
64815,Vacaville Unified,2016,12925,0.8662400499453722,0640590
116182,Vacaville Unified,2017,13163,1.8413926499032882,0640590
161049,Vacaville Unified,2018,13249,0.6533465015573957,0640590
185264,Vacaville Unified,2019,13447,1.4944524115027549,0640590
29770,Valle Lindo Elementary,2015,1159,,0640650
66629,Valle Lindo Elementary,2016,1116,-3.710094909404659,0640650
121410,Valle Lindo Elementary,2017,1048,-6.093189964157706,0640650
159394,Valle Lindo Elementary,2018,1086,3.6259541984732824,0640650
184757,Valle Lindo Elementary,2019,1071,-1.3812154696132597,0640650
29754,Vallecito Union,2015,564,,0640680
54505,Vallecito Union,2016,592,4.964539007092199,0640680
120495,Vallecito Union,2017,567,-4.222972972972973,0640680
159829,Vallecito Union,2018,584,2.9982363315696645,0640680
183473,Vallecito Union,2019,597,2.2260273972602738,0640680
29746,Vallecitos Elementary,2015,265,,0640710
46741,Vallecitos Elementary,2016,341,28.67924528301887,0640710
117333,Vallecitos Elementary,2017,369,8.211143695014663,0640710
179282,Vallecitos Elementary,2018,202,-45.25745257452575,0640710
184821,Vallecitos Elementary,2019,195,-3.4653465346534658,0640710
29610,Vallejo City Unified,2015,14705,,0640740
48400,Vallejo City Unified,2016,14533,-1.1696701802108127,0640740
116409,Vallejo City Unified,2017,14468,-0.44725796463221634,0640740
177916,Vallejo City Unified,2018,14287,-1.251036770804534,0640740
185047,Vallejo City Unified,2019,13710,-4.038636522712956,0640740
30059,Victor Elementary,2015,12297,,0641040
45515,Victor Elementary,2016,12744,3.6350329348621617,0641040
121458,Victor Elementary,2017,12934,1.4908976773383553,0641040
180000,Victor Elementary,2018,12769,-1.2757074377609403,0641040
184062,Victor Elementary,2019,12837,0.5325397446941813,0641040
27872,Vineland Elementary,2015,795,,0641130
53193,Vineland Elementary,2016,726,-8.679245283018867,0641130
120118,Vineland Elementary,2017,732,0.8264462809917356,0641130
174291,Vineland Elementary,2018,680,-7.103825136612022,0641130
186747,Vineland Elementary,2019,671,-1.3235294117647058,0641130
27307,Vista Unified,2015,25215,,0641190
53481,Vista Unified,2016,25128,-0.34503271861986917,0641190
119317,Vista Unified,2017,24690,-1.7430754536771726,0641190
171858,Vista Unified,2018,24174,-2.0899149453219925,0641190
187791,Vista Unified,2019,23892,-1.1665425663936462,0641190
27302,Vista del Mar Union,2015,124,,0641220
53833,Vista del Mar Union,2016,98,-20.967741935483872,0641220
112953,Vista del Mar Union,2017,75,-23.46938775510204,0641220
176226,Vista del Mar Union,2018,51,-32.0,0641220
186415,Vista del Mar Union,2019,24,-52.94117647058824,0641220
27267,Walnut Creek Elementary,2015,3608,,0641250
50065,Walnut Creek Elementary,2016,3582,-0.720620842572062,0641250
111963,Walnut Creek Elementary,2017,3584,0.05583472920156338,0641250
177084,Walnut Creek Elementary,2018,3536,-1.3392857142857142,0641250
185873,Walnut Creek Elementary,2019,3546,0.2828054298642534,0641250
27192,Walnut Valley Unified,2015,14460,,0641280
50278,Walnut Valley Unified,2016,14512,0.359612724757953,0641280
116052,Walnut Valley Unified,2017,14299,-1.4677508269018744,0641280
175314,Walnut Valley Unified,2018,13868,-3.0141967969788097,0641280
186225,Walnut Valley Unified,2019,13790,-0.5624459186616672,0641280
27137,Wasco Union Elementary,2015,3641,,0641400
50884,Wasco Union Elementary,2016,3610,-0.8514144465806098,0641400
133855,Wasco Union Elementary,2017,3649,1.080332409972299,0641400
177200,Wasco Union Elementary,2018,3627,-0.6029049054535489,0641400
182511,Wasco Union Elementary,2019,3582,-1.240694789081886,0641400
27127,Wasco Union High,2015,1826,,0641430
53703,Wasco Union High,2016,1855,1.5881708652792992,0641430
134829,Wasco Union High,2017,1864,0.48517520215633425,0641430
171677,Wasco Union High,2018,1867,0.1609442060085837,0641430
183305,Wasco Union High,2019,1852,-0.8034279592929834,0641430
27122,Washington Colony Elementary,2015,425,,0641460
53208,Washington Colony Elementary,2016,428,0.7058823529411765,0641460
121915,Washington Colony Elementary,2017,441,3.0373831775700935,0641460
180304,Washington Colony Elementary,2018,463,4.988662131519274,0641460
182499,Washington Colony Elementary,2019,456,-1.511879049676026,0641460
27067,Washington Union Elementary,2015,888,,0641610
46794,Washington Union Elementary,2016,888,0.0,0641610
125710,Washington Union Elementary,2017,890,0.22522522522522523,0641610
155583,Washington Union Elementary,2018,893,0.33707865168539325,0641610
181777,Washington Union Elementary,2019,880,-1.4557670772676372,0641610
27052,Weaver Union,2015,2815,,0641880
85592,Weaver Union,2016,2866,1.8117229129662522,0641880
124100,Weaver Union,2017,2816,-1.7445917655268668,0641880
135649,Weaver Union,2018,2871,1.953125,0641880
182287,Weaver Union,2019,2926,1.9157088122605364,0641880
27047,Weed Union Elementary,2015,241,,0641980
86787,Weed Union Elementary,2016,269,11.618257261410788,0641980
121770,Weed Union Elementary,2017,286,6.319702602230483,0641980
138367,Weed Union Elementary,2018,252,-11.888111888111888,0641980
180984,Weed Union Elementary,2019,270,7.142857142857142,0641980
26664,West Covina Unified,2015,13705,,0642000
83094,West Covina Unified,2016,12814,-6.5012769062385996,0642000
133413,West Covina Unified,2017,12744,-0.5462775089745591,0642000
136383,West Covina Unified,2018,13561,6.410860012554928,0642000
183489,West Covina Unified,2019,13487,-0.5456824717941156,0642000
26654,West Park Elementary,2015,627,,0642060
89314,West Park Elementary,2016,638,1.7543859649122806,0642060
113970,West Park Elementary,2017,660,3.4482758620689653,0642060
140080,West Park Elementary,2018,684,3.6363636363636362,0642060
186120,West Park Elementary,2019,651,-4.824561403508771,0642060
27578,Westside Union Elementary,2015,9067,,0642120
71640,Westside Union Elementary,2016,9301,2.5807874710488585,0642120
118668,Westside Union Elementary,2017,9433,1.4192022363186754,0642120
153240,Westside Union Elementary,2018,9622,2.0036043676455,0642120
185183,Westside Union Elementary,2019,9686,0.6651423820411556,0642120
26565,Western Placer Unified,2015,9072,,0642140
88389,Western Placer Unified,2016,8995,-0.8487654320987654,0642140
112342,Western Placer Unified,2017,9132,1.5230683713173985,0642140
138300,Western Placer Unified,2018,9307,1.9163381515549713,0642140
187704,Western Placer Unified,2019,9681,4.0184807134414955,0642140
27475,Westminster,2015,9396,,0642150
73293,Westminster,2016,9328,-0.7237122179650916,0642150
121135,Westminster,2017,9256,-0.7718696397941681,0642150
139926,Westminster,2018,9114,-1.5341400172860846,0642150
186445,Westminster,2019,9030,-0.9216589861751152,0642150
27555,Westmorland Union Elementary,2015,359,,0642180
74131,Westmorland Union Elementary,2016,380,5.8495821727019495,0642180
116898,Westmorland Union Elementary,2017,372,-2.1052631578947367,0642180
137372,Westmorland Union Elementary,2018,402,8.064516129032258,0642180
184148,Westmorland Union Elementary,2019,395,-1.7412935323383085,0642180
27560,Westside Elementary,2015,964,,0642210
70518,Westside Elementary,2016,1181,22.510373443983404,0642210
117571,Westside Elementary,2017,1799,52.32853513971211,0642210
151081,Westside Elementary,2018,2712,50.75041689827682,0642210
183801,Westside Elementary,2019,3336,23.008849557522122,0642210
28181,Westwood Unified,2015,388,,0642300
79085,Westwood Unified,2016,346,-10.824742268041238,0642300
116908,Westwood Unified,2017,175,-49.421965317919074,0642300
152427,Westwood Unified,2018,180,2.857142857142857,0642300
184779,Westwood Unified,2019,183,1.6666666666666667,0642300
28169,Whitmore Union Elementary,2015,26,,0642420
80624,Whitmore Union Elementary,2016,125,380.7692307692308,0642420
120331,Whitmore Union Elementary,2017,789,531.2,0642420
150186,Whitmore Union Elementary,2018,802,1.6476552598225602,0642420
184767,Whitmore Union Elementary,2019,745,-7.107231920199501,0642420
28107,Whittier City Elementary,2015,6068,,0642450
75321,Whittier City Elementary,2016,6059,-0.14831905075807514,0642450
120173,Whittier City Elementary,2017,6089,0.4951312097705892,0642450
150784,Whittier City Elementary,2018,6063,-0.4269995073082608,0642450
184921,Whittier City Elementary,2019,6013,-0.8246742536698005,0642450
28072,Whittier Union High,2015,12456,,0642480
73512,Whittier Union High,2016,12048,-3.275529865125241,0642480
119937,Whittier Union High,2017,11792,-2.1248339973439574,0642480
154892,Whittier Union High,2018,11345,-3.790705563093623,0642480
185384,Whittier Union High,2019,11157,-1.6571176729836934,0642480
27974,William S. Hart Union High,2015,27115,,0642510
79888,William S. Hart Union High,2016,26777,-1.246542504148995,0642510
113238,William S. Hart Union High,2017,25037,-6.498114053105277,0642510
155263,William S. Hart Union High,2018,24377,-2.6360985741103167,0642510
183914,William S. Hart Union High,2019,23904,-1.940353612011322,0642510
27954,Williams Unified,2015,1343,,0642540
73150,Williams Unified,2016,1382,2.9039463886820553,0642540
111767,Williams Unified,2017,1357,-1.808972503617945,0642540
153554,Williams Unified,2018,1335,-1.6212232866617537,0642540
184208,Williams Unified,2019,1375,2.9962546816479403,0642540
27907,Willits Unified,2015,1869,,0642560
89077,Willits Unified,2016,1884,0.8025682182985553,0642560
115185,Willits Unified,2017,1895,0.583864118895966,0642560
154262,Willits Unified,2018,1847,-2.5329815303430077,0642560
186700,Willits Unified,2019,1902,2.977801840822956,0642560
1308,Laytonville Unified,2015,395,,0642580
54620,Laytonville Unified,2016,393,-0.5063291139240507,0642580
135521,Laytonville Unified,2017,375,-4.580152671755725,0642580
171230,Laytonville Unified,2018,360,-4.0,0642580
198446,Laytonville Unified,2019,372,3.3333333333333335,0642580
27902,Willow Creek Elementary,2015,44,,0642600
86742,Willow Creek Elementary,2016,39,-11.363636363636363,0642600
116047,Willow Creek Elementary,2017,40,2.564102564102564,0642600
149916,Willow Creek Elementary,2018,31,-22.5,0642600
188159,Willow Creek Elementary,2019,30,-3.225806451612903,0642600
28193,Willow Grove Union Elementary,2015,16,,0642630
89944,Willow Grove Union Elementary,2016,19,18.75,0642630
114663,Willow Grove Union Elementary,2017,14,-26.31578947368421,0642630
144961,Willow Grove Union Elementary,2018,13,-7.142857142857142,0642630
188104,Willow Grove Union Elementary,2019,11,-15.384615384615385,0642630
27882,Willows Unified,2015,1435,,0642710
80467,Willows Unified,2016,1424,-0.7665505226480837,0642710
134944,Willows Unified,2017,1444,1.4044943820224718,0642710
145309,Willows Unified,2018,1465,1.4542936288088644,0642710
185788,Willows Unified,2019,1437,-1.911262798634812,0642710
27857,Wilsona Elementary,2015,1305,,0642810
78849,Wilsona Elementary,2016,1311,0.45977011494252873,0642810
133926,Wilsona Elementary,2017,1305,-0.4576659038901602,0642810
141261,Wilsona Elementary,2018,1232,-5.593869731800766,0642810
186008,Wilsona Elementary,2019,1230,-0.16233766233766234,0642810
27837,Winton,2015,1872,,0642960
81376,Winton,2016,1942,3.7393162393162394,0642960
133128,Winton,2017,1941,-0.051493305870236865,0642960
142479,Winton,2018,1981,2.0607934054611023,0642960
186300,Winton,2019,2051,3.53356890459364,0642960
27789,Woodside Elementary,2015,409,,0643140
75168,Woodside Elementary,2016,400,-2.2004889975550124,0643140
132981,Woodside Elementary,2017,411,2.75,0643140
148933,Woodside Elementary,2018,408,-0.7299270072992701,0643140
182357,Woodside Elementary,2019,375,-8.088235294117647,0643140
27724,Yreka Union Elementary,2015,962,,0643380
89344,Yreka Union Elementary,2016,959,-0.31185031185031187,0643380
124085,Yreka Union Elementary,2017,999,4.171011470281543,0643380
146348,Yreka Union Elementary,2018,1012,1.3013013013013013,0643380
182991,Yreka Union Elementary,2019,1007,-0.4940711462450593,0643380
27709,Yreka Union High,2015,645,,0643410
81476,Yreka Union High,2016,634,-1.7054263565891472,0643410
130969,Yreka Union High,2017,612,-3.4700315457413247,0643410
147172,Yreka Union High,2018,629,2.7777777777777777,0643410
183106,Yreka Union High,2019,650,3.338632750397456,0643410
27638,Yucaipa-Calimesa Joint Unified,2015,9880,,0643560
86170,Yucaipa-Calimesa Joint Unified,2016,9960,0.8097165991902834,0643560
125526,Yucaipa-Calimesa Joint Unified,2017,10056,0.9638554216867471,0643560
163002,Yucaipa-Calimesa Joint Unified,2018,9975,-0.8054892601431982,0643560
226047,Yucaipa-Calimesa Joint Unified,2019,9824,-1.5137844611528821,0643560
1430,Irvine Unified,2015,32283,,0684500
46844,Irvine Unified,2016,33352,3.3113403339218785,0684500
118913,Irvine Unified,2017,34581,3.684936435596066,0684500
178669,Irvine Unified,2018,35255,1.9490471646279748,0684500
188486,Irvine Unified,2019,36110,2.425187916607573,0684500
41133,Amador County Office of Education,2015,217,,0691001
51115,Amador County Office of Education,2016,210,-3.225806451612903,0691001
104160,Amador County Office of Education,2017,208,-0.9523809523809524,0691001
172723,Amador County Office of Education,2018,185,-11.057692307692307,0691001
181501,Amador County Office of Education,2019,204,10.27027027027027,0691001
